material,site,ciclo,safra,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
cd,aralmoreira,115.5,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,63.1
cd,aralmoreira,129,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.8
ro,aralmoreira,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.3
br,aralmoreira,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.1
vm,aralmoreira,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,61.1
ft,aralmoreira,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.9
ms,aralmoreira,108,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,56.7
br,aralmoreira,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,55.1
ms,aralmoreira,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,52.2
cd,aralmoreira,93,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,48.3
br,aralmoreira,122,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.2
ft,aralmoreira,126,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.5
br,aralmoreira,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,60
br,aralmoreira,105,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,60
na,aralmoreira,111,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,58.9
cd,aralmoreira,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,58.6
vm,aralmoreira,143,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,58.3
br,aralmoreira,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.8
ro,aralmoreira,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.7
na,aralmoreira,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.5
br,aralmoreira,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,56.7
cd,aralmoreira,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,56.2
fp,aralmoreira,103,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.8
ms,aralmoreira,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.8
br,aralmoreira,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,54.7
cd,aralmoreira,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,54.7
br,aralmoreira,122,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,53.5
vm,aralmoreira,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,53
br,aralmoreira,105,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,52.5
br,aralmoreira,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,52.2
br,aralmoreira,92,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,48.5
cd,aralmoreira,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,44.5
ms,aralmoreira,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,44
na,aralmoreira,90,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,43.9
br,aralmoreira,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,58.8
br,aralmoreira,140,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,56
br,aralmoreira,101,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,56
ft,aralmoreira,106,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,55.8
br,aralmoreira,103,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,54
br,aralmoreira,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53.7
br,aralmoreira,102,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53.1
br,aralmoreira,139,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53
br,aralmoreira,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,52.1
br,aralmoreira,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,51.6
br,aralmoreira,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,50.9
vm,aralmoreira,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,50.5
br,aralmoreira,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,48.8
cd,aralmoreira,115,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,48.1
ms,aralmoreira,106,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,46
vm,aralmoreira,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,45.5
br,aralmoreira,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,44.2
cd,aralmoreira,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,43.5
cd,aralmoreira,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,41.4
br,aralmoreira,106,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,44.4
vm,aralmoreira,95,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,43.7
br,aralmoreira,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,40.6
br,aralmoreira,105,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,38.8
br,aralmoreira,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,38
br,aralmoreira,106,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,35
vm,aralmoreira,97,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,34.4
br,aralmoreira,102,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,34.1
br,aralmoreira,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,33.7
ft,aralmoreira,102,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,31.9
cd,aralmoreira,98,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,31.1
cd,aralmoreira,94,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,28.1
br,aralmoreira,117,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,27.8
br,aralmoreira,107,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,26.9
br,aralmoreira,96,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,25.9
ms,aralmoreira,109,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,25.3
cd,aralmoreira,108,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,22.7
ro,caarapó,102,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,75.2
br,caarapó,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,73.7
na,caarapó,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,73.5
br,caarapó,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,72.8
na,caarapó,104,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,72.1
br,caarapó,111,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,70.6
ft,caarapó,107,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,69.5
br,caarapó,128,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68.6
ms,caarapó,115,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68.2
vm,caarapó,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,67.5
br,caarapó,122,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,67.5
br,caarapó,124,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,66.9
fp,caarapó,116,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,66.8
br,caarapó,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,63.8
na,caarapó,118,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,63.6
br,caarapó,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.9
vm,caarapó,97,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,61.9
cd,caarapó,124,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.9
br,caarapó,119,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.8
cd,caarapó,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,59.9
cd,caarapó,119,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,59.3
br,caarapó,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,59
cd,caarapó,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,58.8
ms,caarapó,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,58.4
na,caarapó,116,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.8
na,caarapó,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.3
br,caarapó,125,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.7
na,caarapó,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,58.7
br,caarapó,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,58.6
fp,caarapó,111,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.9
cd,caarapó,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.9
br,caarapó,130,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,56.3
na,caarapó,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.3
br,caarapó,115,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.2
cd,caarapó,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.1
cd,caarapó,123,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,52.7
br,caarapó,121,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51.8
br,caarapó,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51.6
m6,caarapó,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51.4
br,caarapó,99,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51.1
ft,caarapó,111,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51
br,caarapó,115,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,51
vm,caarapó,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,50.7
vm,caarapó,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,50.7
cd,caarapó,123,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,50.3
fp,caarapó,107,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,49.7
cd,caarapó,102,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,49.1
tm,caarapó,121,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,48.9
br,caarapó,124,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,48.7
br,caarapó,107,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,46.4
br,caarapó,97,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,42
ms,caarapó,108,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,35.9
cd,caarapó,98,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,32.6
br,caarapó,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,68.8
vm,caarapó,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,67.6
br,caarapó,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,65.4
br,caarapó,98,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.9
cd,caarapó,98,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.5
br,caarapó,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.5
br,caarapó,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.9
br,caarapó,113,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.3
vm,caarapó,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.1
br,caarapó,110,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,62.7
br,caarapó,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,61.6
br,caarapó,110,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,60.6
br,caarapó,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,56.5
br,caarapó,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,55.6
ms,caarapó,142,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53.3
ft,caarapó,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,51.4
cd,caarapó,112,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,49.6
cd,caarapó,100,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,48.3
br,caarapó,114,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,43.5
br,caarapó,106,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,43.4
br,caarapó,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,42.1
br,caarapó,98,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,40.7
vm,caarapó,91,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,38.9
br,caarapó,106,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,37.8
br,caarapó,99,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,36.4
br,caarapó,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,36.2
ms,caarapó,105,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,33.1
cd,caarapó,88,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,30.6
br,caarapó,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,29.9
ft,caarapó,99,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,27.8
br,caarapó,112,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,26.5
cd,caarapó,111,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,25.3
br,dourados,107.5,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,74.3
na,dourados,104,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,72.8
na,dourados,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68.7
br,dourados,117,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68.2
ro,dourados,118,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68.1
na,dourados,126,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,68
br,dourados,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,67.9
ft,dourados,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.4
br,dourados,107,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,61.3
ft,dourados,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,61
br,dourados,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.5
br,dourados,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,58.9
cd,dourados,113,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,58.5
vm,dourados,104.5,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,57.5
ms,dourados,108,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,57.3
br,dourados,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,56.7
cd,dourados,105,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,56.2
cd,dourados,104,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,55.7
vm,dourados,1107,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,55.6
br,dourados,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,55.6
ms,dourados,101,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,54.9
na,dourados,98,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,54
cd,dourados,106,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,53
br,dourados,100,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,52
fp,dourados,111,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,45.7
br,dourados,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,43.4
vm,dourados,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,76.2
br,dourados,107,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,75.1
br,dourados,97,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,75
fp,dourados,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,72.8
br,dourados,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,72.7
br,dourados,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,72.7
tm,dourados,140,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,71.2
ms,dourados,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,71
ig,dourados,113,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,70.7
na,dourados,108,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,70.6
ig,dourados,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,69.4
ig,dourados,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,69
fp,dourados,101,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68.4
na,dourados,96,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68
m6,dourados,115,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,67.4
br,dourados,99,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,67
br,dourados,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.7
br,dourados,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.5
5d,dourados,101,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.3
br,dourados,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.3
vm,dourados,95,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.3
cd,dourados,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.9
na,dourados,99,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.7
ms,dourados,121,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.6
5d,dourados,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.5
cd,dourados,105,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.5
cd,dourados,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.5
tm,dourados,96,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.9
ig,dourados,101,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.8
ig,dourados,97,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.8
na,dourados,99,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.7
cd,dourados,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.7
tm,dourados,101,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.6
ft,dourados,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.5
cd,dourados,129,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.5
ft,dourados,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.8
ms,dourados,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.2
br,dourados,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62.5
cd,dourados,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62.3
ft,dourados,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62
na,dourados,105,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.7
br,dourados,115,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.5
tm,dourados,102,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.4
cd,dourados,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,60.6
br,dourados,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,60.4
tm,dourados,97,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,59.7
5d,dourados,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,57.7
tm,dourados,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.5
tm,dourados,104,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,55.2
5d,dourados,97,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,54.8
m6,dourados,101,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,52.2
cd,dourados,126.5,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,47.3
br,dourados,99,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,66.8
br,dourados,108,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,65.8
br,dourados,106.5,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.7
br,dourados,103,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.7
br,dourados,110,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,64.1
br,dourados,107,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.5
br,dourados,106,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.5
br,dourados,110,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.5
cd,dourados,105.5,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,63.4
vm,dourados,97,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,60.7
vm,dourados,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,59.7
br,dourados,110,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,58.5
ft,dourados,97,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,57.5
br,dourados,104,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53.5
br,dourados,111,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,53
ms,dourados,105,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,47.6
cd,dourados,96,2009-2010,3,0,0,1,1,0,0,0,1,0,0,1,45
br,dourados,101,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,57.3
vm,dourados,107,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,56.7
br,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,53.1
cd,dourados,106,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,50.3
br,dourados,102,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,50.3
br,dourados,112,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,49.1
br,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,48.9
br,dourados,98,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,47.3
br,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,47.2
ft,dourados,102,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,46.2
br,dourados,105,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,45.9
vm,dourados,110,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,44.7
br,dourados,97,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,43.9
cd,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,43.1
ms,dourados,103,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,42.7
br,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,37.2
cd,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,35.8
br,dourados,100,2009-2010,4,0,0,1,1,0,0,0,1,0,0,1,29
br,maracaju,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,74.1
na,maracaju,104,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,72.7
fp,maracaju,105,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,71.2
ms,maracaju,124,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,70.5
br,maracaju,114,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,70.1
na,maracaju,99,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,69.5
br,maracaju,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,66.2
br,maracaju,122,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,66.2
vm,maracaju,108,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,65
br,maracaju,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,64.8
br,maracaju,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,64.6
ft,maracaju,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,63.7
br,maracaju,110,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.7
vm,maracaju,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,62.2
cd,maracaju,108,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.9
br,maracaju,112,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,60.5
br,maracaju,122,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,59.8
br,maracaju,120,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,59.5
cd,maracaju,102,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,57.3
br,maracaju,114,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,55.7
cd,maracaju,126,2009-2010,1,0,0,1,1,0,0,0,1,0,0,1,52.3
ig,maracaju,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,69.9
br,maracaju,113,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,69.6
br,maracaju,111,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68.7
br,maracaju,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68.6
cd,maracaju,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68.3
m6,maracaju,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68.3
na,maracaju,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68
br,maracaju,107,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,68
br,maracaju,119,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,67.8
na,maracaju,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,67.1
cd,maracaju,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.7
ft,maracaju,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.6
br,maracaju,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.5
cd,maracaju,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.4
ig,maracaju,93,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.2
fp,maracaju,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66.1
ig,maracaju,120,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,66
fp,maracaju,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.6
5d,maracaju,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.5
br,maracaju,116,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65.4
na,maracaju,106,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,65
ig,maracaju,93,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.9
na,maracaju,100,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,64.5
ig,maracaju,114,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.3
5d,maracaju,110,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.2
5d,maracaju,113,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,63.1
na,maracaju,108,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62.8
cd,maracaju,109,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62.6
vm,maracaju,112,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,62.5
ms,maracaju,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.7
ms,maracaju,118,2009-2010,2,0,0,1,1,0,0,0,1,0,0,1,61.5
