site,material,depth,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
aralmoreira,ag,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,107.1
aralmoreira,ag,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,75.7
aralmoreira,ag,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,75.7
aralmoreira,gn,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,81.6
aralmoreira,gn,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,81.6
aralmoreira,de,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,65
aralmoreira,de,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,65
aralmoreira,ag,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,80.1
aralmoreira,ag,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,80.1
aralmoreira,30,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,75.7
aralmoreira,30,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,75.7
aralmoreira,bx,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,78.4
aralmoreira,bx,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,78.4
aralmoreira,dk,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,99
aralmoreira,dk,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,99
aralmoreira,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,92.9
aralmoreira,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,92.9
aralmoreira,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,102.5
aralmoreira,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,102.5
aralmoreira,gn,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,96.5
aralmoreira,gn,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,96.5
aralmoreira,im,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,74.3
aralmoreira,im,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,74.3
aralmoreira,rb,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,72
aralmoreira,rb,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,72
aralmoreira,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,95.9
aralmoreira,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,95.9
aralmoreira,bg,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,67.6
aralmoreira,bg,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,67.6
aralmoreira,cd,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,59.3
aralmoreira,cd,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,59.3
aralmoreira,as,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,63.1
aralmoreira,as,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,63.1
aralmoreira,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,102.5
aralmoreira,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,102.5
aralmoreira,ex,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,64.7
aralmoreira,ex,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,64.7
aralmoreira,mg,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,80.1
aralmoreira,mg,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,80.1
aralmoreira,ip,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,80.3
aralmoreira,ip,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,80.3
aralmoreira,ag,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,73.2
aralmoreira,ag,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,73.2
aralmoreira,as,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,79.7
aralmoreira,as,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,79.7
aralmoreira,ms,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,72
aralmoreira,ms,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,72
aralmoreira,ag,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,119.2
aralmoreira,ag,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,119.2
aralmoreira,hs,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,59.3
aralmoreira,hs,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,59.3
aralmoreira,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,104.8
aralmoreira,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,104.8
aralmoreira,br,00-20,0,1,0,0,0,1,1,0,0,0,1,5,5.6,37.3,13,20.2,0.4,2.7,1,0,5,4,9,44.6,13.8,4.5,0.26,3.8,25.2,72.7,2.8,4.46,29.6,10.6,55.4,0,64,80.6
aralmoreira,br,20-40,0,1,0,0,0,1,1,0,0,0,1,4.9,5.5,27.9,1.1,3,0.16,1.6,0.9,0.2,3.8,2.6,6.4,40.1,50.7,0.4,0.33,4.93,3.7,63.81,1.8,2.51,24.3,13.3,56.9,6.9,45.2,80.6
aralmoreira,bx,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,114.5
aralmoreira,bx,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,114.5
aralmoreira,ms,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,69.6
aralmoreira,ms,00-20,0,1,0,0,0,1,1,0,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,69.6
aralmoreira,bx,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,116.5
aralmoreira,bx,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,116.5
aralmoreira,cd,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,121.1
aralmoreira,cd,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,121.1
aralmoreira,cd,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,85.7
aralmoreira,cd,00-20,0,1,0,0,0,1,1,0,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,85.7
aralmoreira,ag,20-40,0,0,1,1,0,0,0,1,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,107.1
aralmoreira,ag,00-20,0,0,1,1,0,0,0,1,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,107.1
aralmoreira,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,126.8
aralmoreira,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,126.8
aralmoreira,mg,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,81.9
aralmoreira,mg,00-20,0,1,0,0,0,1,1,0,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,81.9
aralmoreira,cd,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,112.3
aralmoreira,cd,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,112.3
aralmoreira,ag,20-40,0,1,0,0,0,1,1,0,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,98.6
aralmoreira,ag,00-20,0,1,0,0,0,1,1,0,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,98.6
aralmoreira,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,138.9
aralmoreira,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,138.9
aralmoreira,bg,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,134.2
aralmoreira,bg,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,134.2
aralmoreira,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,133.3
aralmoreira,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,133.3
aralmoreira,as,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,140.9
aralmoreira,as,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,140.9
aralmoreira,bx,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,124.1
aralmoreira,bx,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,124.1
aralmoreira,jm,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,114.1
aralmoreira,jm,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,114.1
aralmoreira,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,150.4
aralmoreira,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,150.4
aralmoreira,sh,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,108.1
aralmoreira,sh,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,108.1
aralmoreira,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,147
aralmoreira,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,147
aralmoreira,dk,20-40,0,0,1,1,0,0,0,1,0,0,1,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,87.1
aralmoreira,dk,00-20,0,0,1,1,0,0,0,1,0,0,1,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,87.1
aralmoreira,bg,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,124.3
aralmoreira,bg,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,124.3
aralmoreira,2b,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,141.9
aralmoreira,2b,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,141.9
aralmoreira,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,134.8
aralmoreira,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,134.8
aralmoreira,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,159.7
aralmoreira,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,159.7
aralmoreira,as,20-40,0,0,1,1,0,0,1,0,1,0,0,4.8,5.4,31,4,32,0.22,3.2,1,0,4,4.4,8.4,52.5,31,0.6,0.28,1,3.5,137.56,3.2,2.6,38,11.9,47.5,0,59.5,126.6
aralmoreira,as,00-20,0,0,1,1,0,0,1,0,1,0,0,4.7,5.4,41,7,48,0.51,4,1.2,0,4.2,5.7,9.9,57.6,23,15,0.5,6.3,10,212,3.3,5.1,40.4,12.1,41.4,0,65.3,126.6
